rank,country,earning,players,tournaments
1.,Dota 2,"$32,929,943.52",1068 Players,124 Tournaments
2.,Arena of Valor,"$30,972,131.65",751 Players,108 Tournaments
3.,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,"$23,586,766.92",1635 Players,78 Tournaments
4.,Fortnite,"$17,444,773.08",1299 Players,230 Tournaments
5.,Counter-Strike: Global Offensive,"$16,732,332.87",2915 Players,455 Tournaments
6.,League of Legends: Wild Rift,"$13,689,403.67",776 Players,128 Tournaments
7.,Rocket League,"$9,520,329.70",1745 Players,483 Tournaments
8.,PLAYERUNKNOWN’S BATTLEGROUNDS,"$8,472,159.00",834 Players,66 Tournaments
9.,League of Legends,"$8,126,959.01",1473 Players,100 Tournaments
10.,Rainbow Six Siege,"$8,044,806.87",670 Players,72 Tournaments
11.,VALORANT,"$6,986,796.47",2514 Players,217 Tournaments
12.,Apex Legends,"$6,361,121.39",928 Players,164 Tournaments
13.,Free Fire,"$6,197,813.57",658 Players,25 Tournaments
14.,Overwatch 2,"$5,799,117.00",608 Players,35 Tournaments
15.,Call of Duty: Vanguard,"$5,678,500.00",181 Players,67 Tournaments
16.,Naraka: Bladepoint,"$2,828,130.52",124 Players,10 Tournaments
17.,CrossFire,"$2,710,798.50",183 Players,8 Tournaments
18.,FIFA 22,"$2,706,958.26",272 Players,42 Tournaments
19.,Call of Duty: Mobile,"$2,700,994.00",153 Players,9 Tournaments
20.,Hearthstone,"$2,539,124.61",527 Players,36 Tournaments
21.,Halo Infinite,"$2,497,155.00",120 Players,22 Tournaments
22.,Chess.com,"$2,198,700.00",263 Players,153 Tournaments
23.,StarCraft II,"$2,188,686.25",250 Players,370 Tournaments
24.,Brawl Stars,"$2,116,000.00",324 Players,43 Tournaments
25.,Mobile Legends: Bang Bang,"$1,944,022.58",655 Players,33 Tournaments
26.,Call of Duty: Warzone,"$1,887,112.04",262 Players,82 Tournaments
27.,Magic: The Gathering Arena,"$1,600,000.00",66 Players,4 Tournaments
28.,Teamfight Tactics,"$1,522,339.85",267 Players,22 Tournaments
29.,chess24,"$1,473,750.00",45 Players,9 Tournaments
30.,Brawlhalla,"$1,260,786.74",327 Players,96 Tournaments
31.,Clash Royale,"$1,190,000.00",88 Players,14 Tournaments
32.,Clash of Clans,"$1,042,150.00",171 Players,16 Tournaments
33.,FIFA Online 4,"$1,040,076.48",196 Players,15 Tournaments
34.,Madden NFL 22,"$1,000,000.00",14 Players,1 Tournament
35.,World of WarCraft,"$874,000.00",59 Players,16 Tournaments
36.,Pokemon Unite,"$789,000.00",262 Players,11 Tournaments
37.,F1 22,"$750,000.00",22 Players,1 Tournament
38.,Age of Empires IV,"$730,319.28",283 Players,179 Tournaments
39.,CrossFire Mobile,"$700,440.00",82 Players,2 Tournaments
40.,Identity V,"$694,180.38",18 Players,2 Tournaments
41.,Minecraft,"$654,900.00",303 Players,43 Tournaments
42.,iRacing.com,"$626,253.60",253 Players,24 Tournaments
43.,Age of Empires II,"$614,645.69",560 Players,287 Tournaments
44.,Call of Duty: Modern Warfare II,"$563,000.00",59 Players,4 Tournaments
45.,StarCraft: Remastered,"$522,119.84",205 Players,35 Tournaments
46.,CrossFire HD,"$432,765.00",56 Players,2 Tournaments
47.,rFactor 2,"$411,405.81",243 Players,14 Tournaments
48.,WarCraft III: Reforged,"$338,177.70",65 Players,148 Tournaments
49.,Tekken 7,"$336,949.93",165 Players,72 Tournaments
50.,Assetto Corsa,"$329,763.25",102 Players,29 Tournaments
51.,Super Smash Bros. Ultimate,"$274,901.19",306 Players,93 Tournaments
52.,Assetto Corsa Competizione,"$267,601.70",287 Players,21 Tournaments
53.,Quake Champions,"$252,679.43",65 Players,17 Tournaments
54.,Street Fighter V: Champion Edition,"$222,611.30",159 Players,43 Tournaments
55.,Legends of Runeterra,"$206,000.00",27 Players,2 Tournaments
56.,Overwatch,"$201,034.82",190 Players,10 Tournaments
57.,Trackmania (2020),"$180,623.30",384 Players,205 Tournaments
58.,Gwent,"$154,555.00",15 Players,4 Tournaments
59.,Super People,"$144,526.00",95 Players,11 Tournaments
