game,rank,country,earning,players
Call of Duty Warzone,38.,Colombia,"$1,300.00",1 Player
Call of Duty Warzone,39.,Qatar,"$1,166.67",1 Player
Call of Duty Warzone,40.,Gibraltar,"$1,125.00",1 Player
Call of Duty Warzone,41.,Switzerland,"$1,000.00",1 Player
Call of Duty Warzone,42.,Morocco,$900.00,1 Player
Call of Duty Warzone,43.,Honduras,$833.33,1 Player
Call of Duty Warzone,44.,Guyana,$700.00,1 Player
Call of Duty Warzone,45.,Argentina,$500.00,1 Player
Call of Duty Warzone,46.,Japan,$500.00,1 Player
Call of Duty Warzone,47.,Peru,$500.00,1 Player
Call of Duty Warzone,48.,Belarus,$425.00,1 Player
Call of Duty Warzone,49.,Albania,$400.00,1 Player
Call of Duty Warzone,50.,Singapore,$300.00,1 Player
Call of Duty Warzone,51.,Romania,$250.00,2 Players
Call of Duty Warzone,52.,Malta,$203.47,9 Players
Call of Duty Warzone,53.,Lithuania,$200.00,1 Player
Call of Duty Warzone,54.,Serbia,$175.00,1 Player
Call of Duty Warzone,55.,Venezuela,$33.33,1 Player
Call of Duty Warzone,56.,Tunisia,$12.18,1 Player
Call of Duty Warzone 2.0,1.,United States,"$79,900.00",42 Players
Call of Duty Warzone 2.0,2.,United Kingdom,"$44,300.00",11 Players
Call of Duty Warzone 2.0,3.,Germany,"$11,118.47",10 Players
Call of Duty Warzone 2.0,4.,Canada,"$3,500.00",5 Players
Call of Duty Warzone 2.0,5.,Mexico,"$1,250.00",1 Player
Call of Duty Warzone 2.0,6.,Austria,$520.31,1 Player
Call of Duty Warzone 2.0,7.,Ireland,$500.00,1 Player
Call of Duty Warzone 2.0,8.,Australia,$0.00,1 Player
Call of Duty WWII,1.,United States,"$3,252,020.35",105 Players
Call of Duty WWII,2.,United Kingdom,"$564,348.68",46 Players
Call of Duty WWII,3.,Canada,"$217,143.72",13 Players
Call of Duty WWII,4.,Japan,"$180,657.44",23 Players
Call of Duty WWII,5.,Australia,"$74,655.00",21 Players
Call of Duty WWII,6.,France,"$38,375.00",14 Players
Call of Duty WWII,7.,Ireland,"$33,812.50",1 Player
Call of Duty WWII,8.,Saudi Arabia,"$29,650.00",1 Player
Call of Duty WWII,9.,Spain,"$20,602.38",25 Players
Call of Duty WWII,10.,Italy,"$14,261.86",18 Players
Call of Duty WWII,11.,Belgium,"$12,250.00",4 Players
Call of Duty WWII,12.,New Zealand,"$8,125.00",5 Players
Call of Duty WWII,13.,Netherlands,"$3,750.00",2 Players
Call of Duty WWII,14.,South Africa,"$1,208.00",8 Players
Call of Duty WWII,15.,Finland,$562.50,1 Player
Call of Duty WWII,16.,Malta,$298.32,4 Players
Call of Duty WWII,17.,Denmark,$56.00,4 Players
Chex Quest,1.,United States,$100.00,2 Players
Contractors,1.,United States,$708.32,14 Players
Contractors,2.,Germany,$83.33,1 Player
Contractors,3.,Netherlands,$83.33,1 Player
Contractors,4.,United Kingdom,$50.00,2 Players
Contractors,5.,Singapore,$50.00,1 Player
Contractors,6.,Canada,$25.00,1 Player
Counter-Strike,1.,Sweden,"$2,871,749.97",397 Players
Counter-Strike,2.,Germany,"$1,505,163.76",391 Players
Counter-Strike,3.,United States,"$1,494,285.27",473 Players
Counter-Strike,4.,Russian Federation,"$1,127,428.11",441 Players
Counter-Strike,5.,Denmark,"$1,031,549.77",199 Players
Counter-Strike,6.,China,"$854,662.89",269 Players
Counter-Strike,7.,Poland,"$762,200.13",87 Players
Counter-Strike,8.,Ukraine,"$719,584.97",280 Players
Counter-Strike,9.,Norway,"$450,603.12",122 Players
Counter-Strike,10.,France,"$411,101.22",240 Players
Counter-Strike,11.,Finland,"$408,115.69",121 Players
Counter-Strike,12.,Brazil,"$382,444.80",118 Players
Counter-Strike,13.,"Korea, Republic of","$348,212.86",77 Players
Counter-Strike,14.,Canada,"$238,896.66",103 Players
Counter-Strike,15.,Austria,"$162,732.91",31 Players
Counter-Strike,16.,Spain,"$140,348.67",102 Players
Counter-Strike,17.,Kazakhstan,"$82,757.70",71 Players
Counter-Strike,18.,United Kingdom,"$54,660.56",27 Players
Counter-Strike,19.,Portugal,"$35,924.45",79 Players
Counter-Strike,20.,Singapore,"$31,912.68",23 Players
Counter-Strike,21.,Turkey,"$30,686.33",24 Players
Counter-Strike,22.,Bulgaria,"$28,768.71",56 Players
Counter-Strike,23.,Bosnia and Herzegovina,"$25,478.64",2 Players
Counter-Strike,24.,Romania,"$25,248.08",44 Players
Counter-Strike,25.,Netherlands,"$19,461.88",33 Players
Counter-Strike,26.,Australia,"$19,011.76",25 Players
Counter-Strike,27.,Hungary,"$17,623.81",24 Players
Counter-Strike,28.,Argentina,"$15,753.45",35 Players
Counter-Strike,29.,"Taiwan, Republic of China","$13,893.10",22 Players
Counter-Strike,30.,Japan,"$10,983.90",10 Players
Counter-Strike,31.,Belarus,"$9,276.18",44 Players
Counter-Strike,32.,Czech Republic,"$7,320.04",22 Players
Counter-Strike,33.,Belgium,"$6,992.23",14 Players
Counter-Strike,34.,Estonia,"$6,652.25",18 Players
Counter-Strike,35.,Malaysia,"$6,139.00",11 Players
Counter-Strike,36.,Slovakia,"$5,574.85",26 Players
Counter-Strike,37.,Serbia,"$5,490.56",34 Players
Counter-Strike,38.,Chile,"$4,948.35",20 Players
Counter-Strike,39.,Peru,"$4,750.00",8 Players
Counter-Strike,40.,North Macedonia,"$4,732.64",8 Players
Counter-Strike,41.,Thailand,"$4,308.61",1 Player
Counter-Strike,42.,Indonesia,"$3,953.25",8 Players
Counter-Strike,43.,Iceland,"$3,887.69",7 Players
Counter-Strike,44.,United Arab Emirates,"$3,603.00",11 Players
Counter-Strike,45.,Hong Kong,"$3,580.45",17 Players
Counter-Strike,46.,Uzbekistan,"$3,058.30",7 Players
Counter-Strike,47.,Italy,"$3,016.18",18 Players
Counter-Strike,48.,India,"$2,036.00",6 Players
Counter-Strike,49.,Greece,"$1,941.30",15 Players
Counter-Strike,50.,Viet Nam,"$1,917.60",1 Player
Counter-Strike,51.,Switzerland,"$1,579.25",3 Players
Counter-Strike,52.,Pakistan,"$1,563.00",7 Players
Counter-Strike,53.,Latvia,"$1,474.00",11 Players
Counter-Strike,54.,Israel,"$1,062.20",5 Players
Counter-Strike,55.,Lithuania,$716.50,5 Players
Counter-Strike,56.,Ecuador,$530.36,1 Player
Counter-Strike,57.,"Iran, Islamic Republic of",$508.96,2 Players
Counter-Strike,58.,Ireland,$306.14,2 Players
Counter-Strike,59.,Algeria,$222.27,1 Player
Counter-Strike,60.,Venezuela,$145.48,1 Player
Counter-Strike,61.,Philippines,$100.00,1 Player
Counter-Strike,62.,"Moldova, Republic of",$98.00,5 Players
Counter-Strike,63.,Jamaica,$83.33,1 Player
Counter-Strike,64.,Egypt,$77.98,1 Player
Counter-Strike 2,1.,Poland,"$8,350.00",9 Players
Counter-Strike 2,2.,Bulgaria,"$4,500.00",5 Players
Counter-Strike 2,3.,Turkey,"$2,750.00",1 Player
Counter-Strike 2,4.,Estonia,"$2,700.00",3 Players
Counter-Strike 2,5.,Denmark,"$2,200.00",1 Player
Counter-Strike 2,6.,Canada,"$2,000.00",1 Player
Counter-Strike 2,7.,Latvia,"$2,000.00",1 Player
Counter-Strike 2,8.,Norway,"$2,000.00",1 Player
Counter-Strike 2,9.,Germany,"$1,300.00",2 Players
Counter-Strike 2,10.,Finland,$200.00,1 Player
Counter-Strike Online,1.,China,"$286,759.60",31 Players
Counter-Strike Online,2.,"Korea, Republic of","$76,000.00",17 Players
Counter-Strike Online,3.,Indonesia,"$15,000.00",8 Players
Counter-Strike Online,4.,"Taiwan, Republic of China","$10,000.00",9 Players
Counter-Strike Online,5.,Denmark,"$2,833.20",3 Players
Counter-Strike Online,6.,Sweden,"$1,888.80",2 Players
Counter-Strike Condition Zero,1.,"Korea, Republic of","$87,150.78",101 Players
Counter-Strike Condition Zero,2.,United States,"$50,000.00",5 Players
Counter-Strike Condition Zero,3.,Denmark,"$25,000.00",5 Players
Counter-Strike Global Offensive,1.,Denmark,"$22,643,244.23",557 Players
Counter-Strike Global Offensive,2.,Russian Federation,"$14,775,593.10",901 Players
Counter-Strike Global Offensive,3.,United States,"$13,772,047.96",2349 Players
Counter-Strike Global Offensive,4.,Sweden,"$12,547,677.32",938 Players
Counter-Strike Global Offensive,5.,Brazil,"$11,585,630.73",736 Players
Counter-Strike Global Offensive,6.,France,"$9,610,568.55",703 Players
Counter-Strike Global Offensive,7.,Poland,"$8,075,953.41",638 Players
Counter-Strike Global Offensive,8.,Ukraine,"$5,920,335.05",290 Players
Counter-Strike Global Offensive,9.,Canada,"$5,645,696.79",557 Players
Counter-Strike Global Offensive,10.,Germany,"$4,255,399.66",697 Players
Counter-Strike Global Offensive,11.,Finland,"$3,673,445.27",446 Players
Counter-Strike Global Offensive,12.,China,"$3,545,901.84",695 Players
Counter-Strike Global Offensive,13.,Kazakhstan,"$3,233,144.39",89 Players
Counter-Strike Global Offensive,14.,Australia,"$2,801,906.02",563 Players
Counter-Strike Global Offensive,15.,Bulgaria,"$2,705,341.32",137 Players
Counter-Strike Global Offensive,16.,Norway,"$2,462,323.69",278 Players
Counter-Strike Global Offensive,17.,Bosnia and Herzegovina,"$2,015,742.99",25 Players
Counter-Strike Global Offensive,18.,Slovakia,"$1,960,641.53",112 Players
Counter-Strike Global Offensive,19.,Turkey,"$1,853,247.59",234 Players
Counter-Strike Global Offensive,20.,United Kingdom,"$1,593,013.46",568 Players
Counter-Strike Global Offensive,21.,Estonia,"$1,554,862.26",119 Players
Counter-Strike Global Offensive,22.,Latvia,"$1,394,040.28",174 Players
Counter-Strike Global Offensive,23.,Spain,"$1,339,306.68",253 Players
Counter-Strike Global Offensive,24.,Czech Republic,"$1,222,141.30",164 Players
Counter-Strike Global Offensive,25.,Netherlands,"$1,034,561.00",155 Players
Counter-Strike Global Offensive,26.,Belgium,"$963,171.31",136 Players
Counter-Strike Global Offensive,27.,Portugal,"$924,053.63",244 Players
Counter-Strike Global Offensive,28.,South Africa,"$918,340.12",274 Players
Counter-Strike Global Offensive,29.,Serbia,"$852,546.61",94 Players
Counter-Strike Global Offensive,30.,Israel,"$790,975.57",64 Players
Counter-Strike Global Offensive,31.,Mongolia,"$688,550.40",94 Players
Counter-Strike Global Offensive,32.,Argentina,"$680,051.81",191 Players
Counter-Strike Global Offensive,33.,Lithuania,"$653,433.52",138 Players
Counter-Strike Global Offensive,34.,Romania,"$569,667.66",136 Players
Counter-Strike Global Offensive,35.,Thailand,"$479,466.43",133 Players
Counter-Strike Global Offensive,36.,"Korea, Republic of","$469,757.37",172 Players
Counter-Strike Global Offensive,37.,Hungary,"$448,068.23",142 Players
Counter-Strike Global Offensive,38.,Saudi Arabia,"$400,020.39",13 Players
Counter-Strike Global Offensive,39.,Indonesia,"$384,926.01",83 Players
Counter-Strike Global Offensive,40.,New Zealand,"$351,610.72",50 Players
Counter-Strike Global Offensive,41.,Uzbekistan,"$337,372.32",25 Players
Counter-Strike Global Offensive,42.,Montenegro,"$325,378.84",3 Players
Counter-Strike Global Offensive,43.,"Kosovo, Republic of","$319,523.85",24 Players
Counter-Strike Global Offensive,44.,Jordan,"$305,670.86",23 Players
Counter-Strike Global Offensive,45.,India,"$294,945.24",200 Players
Counter-Strike Global Offensive,46.,Belarus,"$283,479.56",103 Players
Counter-Strike Global Offensive,47.,North Macedonia,"$283,021.49",38 Players
Counter-Strike Global Offensive,48.,Singapore,"$280,326.86",109 Players
Counter-Strike Global Offensive,49.,Switzerland,"$259,648.03",78 Players
Counter-Strike Global Offensive,50.,Malaysia,"$248,830.71",117 Players
Counter-Strike Global Offensive,51.,Mexico,"$195,276.06",44 Players
Counter-Strike Global Offensive,52.,Hong Kong,"$174,754.18",78 Players
Counter-Strike Global Offensive,53.,Uruguay,"$136,125.85",16 Players
Counter-Strike Global Offensive,54.,Japan,"$124,809.25",82 Players
Counter-Strike Global Offensive,55.,Philippines,"$112,502.46",97 Players
Counter-Strike Global Offensive,56.,United Arab Emirates,"$109,951.64",48 Players
Counter-Strike Global Offensive,57.,Syrian Arab Republic,"$96,878.54",12 Players
Counter-Strike Global Offensive,58.,Austria,"$87,619.70",91 Players
Counter-Strike Global Offensive,59.,Viet Nam,"$83,958.48",125 Players
Counter-Strike Global Offensive,60.,Chile,"$81,660.63",102 Players
Counter-Strike Global Offensive,61.,"Taiwan, Republic of China","$53,221.65",61 Players
Counter-Strike Global Offensive,62.,Iceland,"$51,766.93",74 Players
Counter-Strike Global Offensive,63.,Iraq,"$50,431.43",15 Players
Counter-Strike Global Offensive,64.,Colombia,"$45,390.68",30 Players
Counter-Strike Global Offensive,65.,Azerbaijan,"$44,975.25",27 Players
Counter-Strike Global Offensive,66.,Algeria,"$43,450.61",25 Players
Counter-Strike Global Offensive,67.,Croatia,"$42,969.90",29 Players
Counter-Strike Global Offensive,68.,Italy,"$42,681.56",66 Players
Counter-Strike Global Offensive,69.,Ireland,"$41,901.22",34 Players
Counter-Strike Global Offensive,70.,Pakistan,"$41,035.34",50 Players
Counter-Strike Global Offensive,71.,Guatemala,"$39,964.29",11 Players
Counter-Strike Global Offensive,72.,Lebanon,"$39,935.16",33 Players
Counter-Strike Global Offensive,73.,Albania,"$39,397.97",17 Players
Counter-Strike Global Offensive,74.,Peru,"$34,341.92",110 Players
Counter-Strike Global Offensive,75.,Tunisia,"$32,296.40",22 Players
Counter-Strike Global Offensive,76.,Greece,"$27,786.23",52 Players
Counter-Strike Global Offensive,77.,"Iran, Islamic Republic of","$26,659.13",54 Players
Counter-Strike Global Offensive,78.,Kyrgyzstan,"$24,675.32",46 Players
Counter-Strike Global Offensive,79.,Georgia,"$21,267.85",48 Players
Counter-Strike Global Offensive,80.,Kuwait,"$20,102.49",23 Players
Counter-Strike Global Offensive,81.,Morocco,"$19,788.90",18 Players
Counter-Strike Global Offensive,82.,Malta,"$17,612.75",58 Players
Counter-Strike Global Offensive,83.,Slovenia,"$14,730.15",31 Players
Counter-Strike Global Offensive,84.,Luxembourg,"$10,794.82",2 Players
Counter-Strike Global Offensive,85.,Venezuela,"$9,963.20",33 Players
Counter-Strike Global Offensive,86.,Faroe Islands,"$9,296.06",23 Players
Counter-Strike Global Offensive,87.,Myanmar,"$5,673.97",38 Players
Counter-Strike Global Offensive,88.,"Moldova, Republic of","$5,422.62",18 Players
Counter-Strike Global Offensive,89.,Mauritius,"$5,185.71",6 Players
Counter-Strike Global Offensive,90.,Namibia,"$5,000.00",5 Players
Counter-Strike Global Offensive,91.,Cambodia,"$4,053.57",44 Players
Counter-Strike Global Offensive,92.,Brunei Darussalam,"$4,007.86",39 Players
Counter-Strike Global Offensive,93.,Sri Lanka,"$3,507.45",11 Players
Counter-Strike Global Offensive,94.,Lao People's Democratic Republic,"$2,207.99",23 Players
Counter-Strike Global Offensive,95.,Cuba,"$1,433.57",2 Players
Counter-Strike Global Offensive,96.,Bangladesh,"$1,081.56",8 Players
Counter-Strike Global Offensive,97.,Qatar,"$1,000.00",1 Player
Counter-Strike Global Offensive,98.,Ecuador,$969.49,3 Players
Counter-Strike Global Offensive,99.,Afghanistan,$830.54,2 Players
Counter-Strike Global Offensive,100.,"Palestine, State of",$821.32,2 Players
Counter-Strike Global Offensive,101.,Bahrain,$766.67,1 Player
Counter-Strike Global Offensive,102.,Armenia,$730.00,1 Player
Counter-Strike Global Offensive,103.,Paraguay,$687.19,4 Players
Counter-Strike Global Offensive,104.,Dominican Republic,$250.67,2 Players
Counter-Strike Global Offensive,105.,Panama,$173.14,4 Players
Counter-Strike Global Offensive,106.,Costa Rica,$150.00,1 Player
Counter-Strike Global Offensive,107.,Cyprus,$123.33,1 Player
Counter-Strike Global Offensive,108.,New Caledonia,$112.97,1 Player
Counter-Strike Global Offensive,109.,Egypt,$108.92,1 Player
Counter-Strike Global Offensive,110.,Maldives,$101.54,1 Player
Counter-Strike Global Offensive,111.,Jersey,$60.00,1 Player
Counter-Strike Global Offensive,112.,Saint Martin,$50.00,1 Player
Counter-Strike Global Offensive,113.,Bolivia,$20.00,1 Player
Counter-Strike Source,1.,United States,"$748,374.21",258 Players
Counter-Strike Source,2.,United Kingdom,"$565,369.74",194 Players
Counter-Strike Source,3.,Canada,"$323,851.53",43 Players
Counter-Strike Source,4.,France,"$308,732.88",227 Players
Counter-Strike Source,5.,Germany,"$248,201.04",179 Players
Counter-Strike Source,6.,Denmark,"$153,440.39",97 Players
Counter-Strike Source,7.,Sweden,"$138,113.17",53 Players
Counter-Strike Source,8.,Finland,"$85,826.83",99 Players
Counter-Strike Source,9.,Netherlands,"$79,681.61",37 Players
Counter-Strike Source,10.,Russian Federation,"$57,499.81",56 Players
Counter-Strike Source,11.,Belgium,"$45,590.25",32 Players
Counter-Strike Source,12.,Czech Republic,"$37,191.94",13 Players
Counter-Strike Source,13.,Mexico,"$30,000.00",8 Players
Counter-Strike Source,14.,Singapore,"$30,000.00",5 Players
Counter-Strike Source,15.,Slovakia,"$29,981.14",5 Players
Counter-Strike Source,16.,Norway,"$27,612.07",35 Players
Counter-Strike Source,17.,Kazakhstan,"$25,000.00",5 Players
Counter-Strike Source,18.,Australia,"$22,500.00",6 Players
Counter-Strike Source,19.,Austria,"$20,378.12",26 Players
Counter-Strike Source,20.,Spain,"$19,553.48",11 Players
Counter-Strike Source,21.,Switzerland,"$11,483.91",16 Players
Counter-Strike Source,22.,Brazil,"$7,500.00",5 Players
Counter-Strike Source,23.,"Korea, Republic of","$7,500.00",5 Players
Counter-Strike Source,24.,Poland,"$7,411.95",7 Players
Counter-Strike Source,25.,Hungary,"$6,718.45",20 Players
Counter-Strike Source,26.,Italy,"$5,606.85",21 Players
Counter-Strike Source,27.,Turkey,"$4,763.14",1 Player
Counter-Strike Source,28.,Portugal,"$3,906.21",21 Players
Counter-Strike Source,29.,Romania,"$3,565.20",5 Players
Counter-Strike Source,30.,Ireland,"$3,268.05",7 Players
Counter-Strike Source,31.,Bulgaria,"$2,627.18",1 Player
Counter-Strike Source,32.,Belarus,$816.24,1 Player
Counter-Strike Source,33.,South Africa,$477.15,1 Player
Counter-Strike Source,34.,India,$354.15,1 Player
Counter-Strike Source,35.,Morocco,$83.25,1 Player
Critical Ops,1.,Russian Federation,"$7,600.00",7 Players
Critical Ops,2.,Brazil,"$6,500.00",10 Players
Critical Ops,3.,Turkey,"$3,000.00",5 Players
Critical Ops,4.,Ukraine,"$2,500.00",2 Players
Critical Ops,5.,Germany,"$2,400.00",1 Player
Critical Ops,6.,United States,"$1,579.80",13 Players
Critical Ops,7.,United Arab Emirates,$100.00,1 Player
Critical Ops,8.,Australia,$100.00,1 Player
Critical Ops,9.,"Korea, Republic of",$100.00,1 Player
Critical Ops,10.,Malaysia,$100.00,1 Player
Critical Ops,11.,Singapore,$100.00,1 Player
Critical Ops,12.,Belgium,$26.60,1 Player
CrossFire,1.,China,"$11,506,611.21",252 Players
CrossFire,2.,Brazil,"$2,112,190.80",86 Players
CrossFire,3.,Germany,"$845,280.55",126 Players
CrossFire,4.,Viet Nam,"$785,539.78",74 Players
CrossFire,5.,Philippines,"$353,630.52",35 Players
CrossFire,6.,Russian Federation,"$298,696.30",36 Players
CrossFire,7.,Egypt,"$208,496.92",34 Players
CrossFire,8.,United States,"$163,172.80",44 Players
CrossFire,9.,Colombia,"$98,231.80",9 Players
CrossFire,10.,Canada,"$71,093.50",13 Players
CrossFire,11.,Portugal,"$37,019.48",72 Players
CrossFire,12.,Slovakia,"$35,860.27",2 Players
CrossFire,13.,Netherlands,"$33,123.54",13 Players
CrossFire,14.,Indonesia,"$26,000.00",8 Players
CrossFire,15.,Japan,"$22,525.70",14 Players
CrossFire,16.,"Korea, Republic of","$20,000.00",13 Players
CrossFire,17.,Slovenia,"$19,565.20",2 Players
CrossFire,18.,Croatia,"$14,405.37",6 Players
CrossFire,19.,Turkey,"$12,956.49",14 Players
CrossFire,20.,France,"$8,354.21",10 Players
CrossFire,21.,Belgium,"$7,879.62",12 Players
CrossFire,22.,Austria,"$7,274.30",2 Players
CrossFire,23.,Venezuela,"$6,000.00",6 Players
CrossFire,24.,Malaysia,"$5,000.00",5 Players
CrossFire,25.,"Taiwan, Republic of China","$5,000.00",5 Players
CrossFire,26.,Belarus,"$4,200.00",2 Players
CrossFire,27.,Mexico,"$2,400.00",2 Players
CrossFire,28.,Sweden,"$2,385.85",14 Players
CrossFire,29.,Italy,"$1,956.33",1 Player
CrossFire,30.,Greece,"$1,752.49",9 Players
CrossFire,31.,Peru,"$1,600.00",2 Players
CrossFire,32.,"Iran, Islamic Republic of","$1,050.00",1 Player
CrossFire,33.,Morocco,$967.22,2 Players
CrossFire,34.,Romania,$777.50,11 Players
CrossFire,35.,United Kingdom,$271.74,9 Players
CrossFire,36.,Poland,$271.70,4 Players
CrossFire,37.,Serbia,$141.83,1 Player
CrossFire,38.,Switzerland,$141.28,3 Players
CrossFire,39.,Kazakhstan,$140.00,1 Player
CrossFire,40.,Finland,$54.34,1 Player
CrossFire,41.,Spain,$32.60,1 Player
CrossFire,42.,"Palestine, State of",$20.00,1 Player
CrossFire HD,1.,China,"$571,334.97",96 Players
CrossFire Mobile,1.,China,"$3,806,431.57",280 Players
Day of Defeat,1.,United States,"$19,400.04",31 Players
Day of Defeat,2.,Australia,"$2,400.00",4 Players
Day of Defeat,3.,Canada,"$1,730.44",7 Players
Day of Defeat,4.,New Zealand,$600.00,1 Player
Day of Defeat Source,1.,France,"$6,386.38",23 Players
Day of Defeat Source,2.,Sweden,$960.24,4 Players
Day of Defeat Source,3.,Belgium,$778.90,6 Players
Day of Defeat Source,4.,Germany,$609.77,2 Players
Day of Defeat Source,5.,Spain,$447.91,1 Player
Day of Defeat Source,6.,Finland,$445.40,2 Players
Day of Defeat Source,7.,Denmark,$381.40,4 Players
Day of Defeat Source,8.,Norway,$345.47,1 Player
Day of Defeat Source,9.,Poland,$333.72,2 Players
Day of Defeat Source,10.,United Kingdom,$284.55,5 Players
Descent 3,1.,United States,"$50,000.00",1 Player
Diabotical,1.,United States,"$93,503.25",161 Players
Diabotical,2.,Russian Federation,"$54,338.18",62 Players
Diabotical,3.,Australia,"$14,818.46",90 Players
Diabotical,4.,Netherlands,"$14,599.66",5 Players
Diabotical,5.,United Kingdom,"$13,982.85",21 Players
Diabotical,6.,Poland,"$11,390.10",9 Players
Diabotical,7.,Belarus,"$7,930.00",4 Players
Diabotical,8.,France,"$7,234.20",19 Players
Diabotical,9.,Denmark,"$7,096.38",4 Players
Diabotical,10.,Canada,"$6,684.27",15 Players
Diabotical,11.,Singapore,"$4,328.60",4 Players
Diabotical,12.,Germany,"$3,902.97",17 Players
Diabotical,13.,Italy,"$3,584.25",8 Players
Diabotical,14.,Serbia,"$3,508.13",3 Players
Diabotical,15.,Estonia,"$3,483.27",3 Players
Diabotical,16.,Lithuania,"$2,556.55",3 Players
Diabotical,17.,Latvia,"$2,167.78",1 Player
Diabotical,18.,Portugal,"$1,769.02",1 Player
Diabotical,19.,New Zealand,"$1,761.17",9 Players
Diabotical,20.,Finland,"$1,101.80",5 Players
Diabotical,21.,Argentina,"$1,075.00",3 Players
Diabotical,22.,Albania,$944.09,1 Player
Diabotical,23.,Spain,$914.92,3 Players
Diabotical,24.,Sweden,$868.04,6 Players
Diabotical,25.,Czech Republic,$683.33,1 Player
Diabotical,26.,Ukraine,$668.23,2 Players
Diabotical,27.,Wallis And Futuna,$600.00,1 Player
Diabotical,28.,Åland Islands,$560.00,2 Players
Diabotical,29.,Romania,$340.00,1 Player
Diabotical,30.,Slovakia,$255.00,1 Player
Diabotical,31.,Chile,$246.22,2 Players
Diabotical,32.,Hungary,$203.48,1 Player
Diabotical,33.,Brazil,$200.00,1 Player
Diabotical,34.,Bulgaria,$150.00,1 Player
Diabotical,35.,Japan,$150.00,2 Players
Diabotical,36.,Ireland,$100.00,1 Player
Diabotical,37.,Belgium,$83.34,3 Players
Diabotical,38.,Mexico,$82.50,1 Player
Diabotical,39.,Kazakhstan,$76.19,1 Player
Diabotical,40.,Switzerland,$70.14,2 Players
Diabotical,41.,Norway,$50.00,1 Player
Diabotical,42.,"Taiwan, Republic of China",$50.00,1 Player
Diabotical,43.,"Korea, Republic of",$43.16,8 Players
Diabotical,44.,Malaysia,$25.00,1 Player
Diabotical,45.,New Caledonia,$25.00,1 Player
Diabotical,46.,Papua New Guinea,$25.00,1 Player
Diabotical,47.,Peru,$4.00,1 Player
Doom (2016),1.,United States,"$7,000.00",6 Players
Doom 3,1.,China,"$144,748.16",1 Player
Doom 3,2.,United States,"$47,500.00",4 Players
Doom 3,3.,Sweden,"$30,700.00",3 Players
Doom 3,4.,Germany,"$19,000.00",3 Players
Doom 3,5.,Venezuela,"$14,000.00",2 Players
Doom 3,6.,Italy,"$1,800.00",1 Player
Doom II Hell on Earth,1.,Canada,"$1,475.71",1 Player
Doom II Hell on Earth,2.,United States,"$1,332.14",6 Players
Doom II Hell on Earth,3.,Serbia,$800.00,1 Player
Doom II Hell on Earth,4.,Belgium,$750.00,1 Player
Doom II Hell on Earth,5.,Spain,$284.50,1 Player
Doom II Hell on Earth,6.,Italy,$160.71,1 Player
Doom II Hell on Earth,7.,Russian Federation,$155.50,1 Player
Doom II Hell on Earth,8.,Brazil,$150.00,1 Player
Doom II Hell on Earth,9.,Hungary,$0.00,1 Player
DOOMBRINGER,1.,United Kingdom,$239.28,3 Players
DOOMBRINGER,2.,Germany,$190.12,2 Players
DOOMBRINGER,3.,United States,$75.00,1 Player
DOOMBRINGER,4.,Spain,$38.37,1 Player
DOOMBRINGER,5.,Finland,$25.00,1 Player
Echo Combat,1.,United States,"$24,000.00",6 Players
Echo Combat,2.,United Kingdom,"$12,600.00",5 Players
Echo Combat,3.,Canada,"$3,600.00",2 Players
Echo Combat,4.,Germany,"$3,000.00",1 Player
Echo Combat,5.,Netherlands,"$1,800.00",1 Player
Echo Combat,6.,Poland,"$1,800.00",1 Player
Enemy Territory Quake Wars,1.,United States,"$28,000.01",20 Players
Enemy Territory Quake Wars,2.,Denmark,"$11,775.03",3 Players
Enemy Territory Quake Wars,3.,Belgium,"$4,054.18",1 Player
Enemy Territory Quake Wars,4.,Estonia,"$4,054.18",1 Player
Enemy Territory Quake Wars,5.,Slovenia,"$4,054.18",1 Player
Enemy Territory Quake Wars,6.,Germany,$387.51,1 Player
Escape from Tarkov,1.,United States,"$38,900.00",55 Players
Escape from Tarkov,2.,Russian Federation,"$21,250.00",18 Players
Escape from Tarkov,3.,Canada,"$11,300.00",13 Players
Escape from Tarkov,4.,Australia,"$8,850.00",3 Players
Escape from Tarkov,5.,Germany,"$7,950.00",9 Players
Escape from Tarkov,6.,United Kingdom,"$6,050.00",8 Players
Escape from Tarkov,7.,Poland,"$3,950.00",8 Players
Escape from Tarkov,8.,France,"$2,850.00",4 Players
Escape from Tarkov,9.,Italy,"$2,850.00",7 Players
Escape from Tarkov,10.,Turkey,"$1,950.00",7 Players
Escape from Tarkov,11.,Ireland,"$1,900.00",2 Players
Escape from Tarkov,12.,South Africa,"$1,800.00",1 Player
Escape from Tarkov,13.,Spain,"$1,500.00",6 Players
Escape from Tarkov,14.,Netherlands,"$1,100.00",3 Players
Escape from Tarkov,15.,Belarus,$800.00,1 Player
Escape from Tarkov,16.,Norway,$600.00,1 Player
Escape from Tarkov,17.,Croatia,$400.00,1 Player
Escape from Tarkov,18.,Sweden,$400.00,1 Player
Escape from Tarkov,19.,Serbia,$100.00,1 Player
Escape from Tarkov,20.,Slovakia,$100.00,1 Player
Evolve,1.,United States,"$79,839.27",46 Players
Evolve,2.,United Kingdom,"$16,154.46",8 Players
Evolve,3.,France,"$14,259.53",7 Players
Evolve,4.,Germany,"$2,972.11",9 Players
Evolve,5.,Netherlands,"$2,282.22",7 Players
